second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
41,246,1.0,129.13009710609913,151.7621478997171,158.79307501018047,qwen15b-npu3=6;qwen15b-npu4=62;qwen15b-npu5=61;qwen15b-npu6=60;qwen15b-npu7=57
42,245,1.0,130.91083988547325,147.20458816736937,153.71459117159247,qwen15b-npu3=5;qwen15b-npu4=60;qwen15b-npu5=61;qwen15b-npu6=60;qwen15b-npu7=59
43,243,1.0,129.32365899905562,152.79778465628624,158.66421395912766,qwen15b-npu3=7;qwen15b-npu4=58;qwen15b-npu5=58;qwen15b-npu6=59;qwen15b-npu7=61
44,250,1.0,128.7641846574843,148.8604391925037,159.9299916997552,qwen15b-npu3=6;qwen15b-npu4=62;qwen15b-npu5=60;qwen15b-npu6=62;qwen15b-npu7=60
45,248,1.0,126.75745226442814,150.80040181055665,155.44795291498303,qwen15b-npu3=6;qwen15b-npu4=60;qwen15b-npu5=61;qwen15b-npu6=60;qwen15b-npu7=61
46,245,1.0,127.01408378779888,151.76264801993966,158.2286013290286,qwen15b-npu3=6;qwen15b-npu4=61;qwen15b-npu5=59;qwen15b-npu6=60;qwen15b-npu7=59
47,248,1.0,127.58948700502515,153.086946811527,161.73740476369858,qwen15b-npu3=7;qwen15b-npu4=58;qwen15b-npu5=62;qwen15b-npu6=59;qwen15b-npu7=62
48,257,1.0,124.8220601119101,142.37220585346222,146.0733199492097,qwen15b-npu3=6;qwen15b-npu4=63;qwen15b-npu5=64;qwen15b-npu6=62;qwen15b-npu7=62
49,244,1.0,129.95365308597684,149.53131368383765,157.1530639193952,qwen15b-npu3=6;qwen15b-npu4=60;qwen15b-npu5=58;qwen15b-npu6=60;qwen15b-npu7=60
50,249,1.0,126.55141018331051,148.4353463165462,154.5781074091792,qwen15b-npu3=1;qwen15b-npu4=62;qwen15b-npu5=62;qwen15b-npu6=62;qwen15b-npu7=62
51,254,1.0,125.09119091555476,143.1503207422793,147.22647797316313,qwen15b-npu3=5;qwen15b-npu4=63;qwen15b-npu5=64;qwen15b-npu6=62;qwen15b-npu7=60
52,249,1.0,129.4837398454547,146.99944574385881,152.5561730377376,qwen15b-npu3=7;qwen15b-npu4=60;qwen15b-npu5=59;qwen15b-npu6=61;qwen15b-npu7=62
53,244,1.0,128.68568394333124,149.2983321659267,162.3558378778398,qwen15b-npu3=13;qwen15b-npu4=59;qwen15b-npu5=58;qwen15b-npu6=56;qwen15b-npu7=58
